DATA;HORA;TURNO;VE÷CULO;MODELO;LINHA;ORIGEM;GRUPO;PERDAS;O.S;REINC;Data Reincidància;Difenreáa dos dias;DEFEITO
23/08/2024;09:18:44;Manh∆;2370;#N/D;2503;5;LANTERNAGEM;0;578184;N∆o;Nenhuma;0;PORTA
23/08/2024;09:21:37;Manh∆;2442;K-310;2480;1;AR CONDICIONADO;0;578159;Sim;17/08/2024;6;AR CONDICIONADO
23/08/2024;09:39:32;Manh∆;2949;MBB - OF 1721 L E5;2930;2;LANTERNAGEM;1;578171;N∆o;Nenhuma;0;AVARIA
23/08/2024;10:18:26;Manh∆;2704;MBB - OF 1721 E5;2463;1;ELêTRICA;0;578194;Sim;19/08/2024;4;POTENCIA
23/08/2024;10:25:40;Manh∆;2476;K-310;2480;1;MEC∂NICA;0;578156;Sim;21/08/2024;2;SUSPENS«O
23/08/2024;10:30:31;Manh∆;2493;K-310;2450;5;MEC∂NICA;0;578195;Sim;07/08/2024;16;FREIO
23/08/2024;10:45:05;Manh∆;2484;K-310;2480;1;AR CONDICIONADO;0;578197;N∆o;Nenhuma;0;AR CONDICIONADO
23/08/2024;10:47:45;Manh∆;2487;K-310;2450;1;MEC∂NICA;0;578199;Sim;22/08/2024;1;FREIO
23/08/2024;11:16:12;Manh∆;2001;MBB - OF 1721 E5;2492;1;MEC∂NICA;0;578200;N∆o;Nenhuma;0;FREIO
23/08/2024;11:43:37;Manh∆;2417;K-310;2480;5;LANTERNAGEM;0;578205;N∆o;Nenhuma;0;PORTA
23/08/2024;11:49:09;Manh∆;2488;K-310;2480;5;LANTERNAGEM;0;578206;Sim;09/08/2024;14;PORTA
23/08/2024;12:39:04;Tarde;2454;K-310;2480;1;MOTOR;0;578208;Sim;10/08/2024;13;TEMPERATURA
23/08/2024;12:57:31;Tarde;2358;MBB - OF 1724 E5;2040;1;ELêTRICA;0;578213;Sim;22/08/2024;1;POTENCIA
23/08/2024;13:01:58;Tarde;2403;K-310;2480;1;MOTOR;0;578214;Sim;08/08/2024;15;TEMPERATURA
23/08/2024;13:18:35;Tarde;2439;K-310;2480;5;MOTOR;0;577932;Sim;22/08/2024;1;TEMPERATURA
23/08/2024;13:29:20;Tarde;2479;K-310;2450;5;ELêTRICA;1;578217;N∆o;Nenhuma;0;PARTIDA
23/08/2024;13:34:23;Tarde;2975;MBB - OF 1721 E5;2467;5;ELêTRICA;0;578219;N∆o;Nenhuma;0;PARTIDA
23/08/2024;13:46:15;Tarde;2415;MBB - OF 1726 L E6;2060;1;AR CONDICIONADO;1;578220;N∆o;Nenhuma;0;AR CONDICIONADO
23/08/2024;13:58:11;Tarde;2448;K-310;2450;5;MOTOR;1;578221;Sim;07/08/2024;16;TEMPERATURA
23/08/2024;14:01:44;Tarde;2496;K-310;2450;1;MEC∂NICA;0;578222;N∆o;Nenhuma;0;BORRACHARIA
23/08/2024;14:09:49;Tarde;2456;K-310;2480;5;MOTOR;1;578224;Sim;07/08/2024;16;TEMPERATURA
23/08/2024;14:19:58;Tarde;2420;K-310;2450;1;MEC∂NICA;1;578226;Sim;21/08/2024;2;PNEUMµTICA
23/08/2024;14:52:51;Tarde;2473;MBB - OF 1726 L E6;2920;2;LANTERNAGEM;1;575708;N∆o;Nenhuma;0;AVARIA
23/08/2024;15:05:52;Tarde;2421;MBB - OF 1726 L E6;2060;2;TELEMETRIA;0;578242;N∆o;Nenhuma;0;TELEMETRIA
23/08/2024;15:07:25;Tarde;2452;K-310;2450;1;MEC∂NICA;0;578243;N∆o;Nenhuma;0;BORRACHARIA
23/08/2024;16:00:34;Tarde;2037;MBB - OF 1721 E5;2420;5;MEC∂NICA;0;578312;N∆o;Nenhuma;0;CAMBIO
23/08/2024;16:25:30;Tarde;2404;K-310;2480;5;MOTOR;1;578359;Sim;09/08/2024;14;TEMPERATURA
23/08/2024;16:39:11;Tarde;2487;K-310;2480;1;MEC∂NICA;1;578361;Sim;05/08/2024;18;PNEUMµTICA
23/08/2024;16:54:49;Tarde;2418;K-310;2450;1;AR CONDICIONADO;1;578362;N∆o;Nenhuma;0;AR CONDICIONADO
23/08/2024;17:07:15;Tarde;2495;K-310;2480;1;MOTOR;1;578364;Sim;21/08/2024;2;TEMPERATURA
23/08/2024;17:11:44;Tarde;2937;MBB - OF 1721 L E5;2920;1;AR CONDICIONADO;0;578366;Sim;21/08/2024;2;AR CONDICIONADO
23/08/2024;17:24:12;Tarde;2959;MBB - OF 1721 E5;2493;1;ELêTRICA;0;578367;Sim;12/08/2024;11;DESTINO
23/08/2024;17:54:50;Tarde;2427;K-310;2480;2;MOTOR;1;578369;Sim;09/08/2024;14;TEMPERATURA
23/08/2024;18:24:18;Noite;2046;MBB - OF 1724 E5;2402;1;ELêTRICA;0;578376;N∆o;Nenhuma;0;POTENCIA
23/08/2024;18:32:31;Noite;2423;#N/D;2060;2;AR CONDICIONADO;0;578377;N∆o;Nenhuma;0;AR CONDICIONADO
23/08/2024;18:41:56;Noite;2443;K-310;2480;5;MOTOR;1;578380;Sim;08/08/2024;15;TEMPERATURA
23/08/2024;19:26:19;Noite;2812;MBB - OF 1721 E5;2463;5;MEC∂NICA;0;578389;Sim;14/08/2024;9;PNEUMµTICA
23/08/2024;19:53:42;Noite;2403;K-310;2480;5;ELêTRICA;1;578393;N∆o;Nenhuma;0;PARTIDA
23/08/2024;21:48:38;Noite;2946;MBB - OF 1721 L E5;2492;1;MOTOR;0;578483;N∆o;Nenhuma;0;VAZ. DE µGUA
24/08/2024;13:41:05;Tarde;2034;MBB - OF 1721 E5;2467;1;MEC∂NICA;0;578464;N∆o;Nenhuma;0;FREIO
24/08/2024;13:41:55;Tarde;2338;O500M/1928 E6;2490;1;MEC∂NICA;0;578465;N∆o;Nenhuma;0;HIDRµULICA
24/08/2024;13:42:44;Tarde;2481;K-310;2450;1;MEC∂NICA;0;578467;N∆o;Nenhuma;0;ARTICULAÄ«O
24/08/2024;13:43:20;Tarde;2002;MBB - OF 1721 E5;2491;2;MEC∂NICA;0;578468;N∆o;Nenhuma;0;SUSPENS«O
24/08/2024;13:43:55;Tarde;2920;MBB - OF 1721 E5;2445;1;MEC∂NICA;0;578469;N∆o;Nenhuma;0;FREIO
24/08/2024;13:44:23;Tarde;2830;MBB - OF 1721 E5;2459;5;ELêTRICA;0;578470;Sim;13/08/2024;11;PARTIDA
24/08/2024;13:44:58;Tarde;2925;MBB - OF 1721 E5;2419;1;ELêTRICA;0;578471;N∆o;Nenhuma;0;BATERIA
24/08/2024;13:45:29;Tarde;2442;K-310;2450;2;LANTERNAGEM;0;578472;N∆o;Nenhuma;0;PORTA
24/08/2024;13:46:13;Tarde;2404;K-310;2450;1;MOTOR;0;578473;Sim;23/08/2024;1;TEMPERATURA
24/08/2024;13:46:44;Tarde;2493;K-310;2450;1;AR CONDICIONADO;0;578475;Sim;06/08/2024;18;AR CONDICIONADO
24/08/2024;13:47:14;Tarde;2006;MBB - OF 1721 E5;2492;2;PRODATA;0;578476;Sim;23/08/2024;1;PRODATA
24/08/2024;13:48:08;Tarde;2495;K-310;2450;5;LANTERNAGEM;0;578477;N∆o;Nenhuma;0;PORTA
24/08/2024;13:48:46;Tarde;2944;MBB - OF 1721 L E5;2920;1;AR CONDICIONADO;0;578478;N∆o;Nenhuma;0;AR CONDICIONADO
24/08/2024;13:49:16;Tarde;2428;K-310;2450;1;MEC∂NICA;0;578479;Sim;02/08/2024;22;ARTICULAÄ«O
24/08/2024;13:49:44;Tarde;2502;K-310;2450;5;ELêTRICA;0;578480;N∆o;Nenhuma;0;PARTIDA
24/08/2024;14:53:10;Tarde;2482;K-310;2450;2;MOTOR;1;578488;Sim;23/08/2024;1;TEMPERATURA
24/08/2024;16:23:49;Tarde;2008;MBB - OF 1721 E5;2492;1;LANTERNAGEM;0;578730;Sim;23/08/2024;1;PORTA
24/08/2024;16:24:42;Tarde;2471;MBB - OF 1726 L E6;2920;1;AR CONDICIONADO;0;578346;N∆o;Nenhuma;0;AR CONDICIONADO
24/08/2024;16:31:20;Tarde;2008;MBB - OF 1721 E5;2492;1;LANTERNAGEM;0;578730;Sim;23/08/2024;1;PORTA
24/08/2024;16:32:01;Tarde;2009;MBB - OF 1721 E5;2492;1;MOTOR;0;578731;N∆o;Nenhuma;0;TEMPERATURA
24/08/2024;19:30:58;Noite;2046;MBB - OF 1724 E5;2419;1;AR CONDICIONADO;0;578732;N∆o;Nenhuma;0;AR CONDICIONADO
24/08/2024;19:41:35;Noite;2481;K-310;2450;1;AR CONDICIONADO;0;578733;Sim;15/08/2024;9;AR CONDICIONADO
24/08/2024;21:26:11;Noite;2021;MBB - OF 1519;2429;5;ELêTRICA;0;578339;N∆o;Nenhuma;0;PARTIDA
25/08/2024;07:06:11;Manh∆;2975;MBB - OF 1721 E5;2466;1;ELêTRICA;0;578710;N∆o;Nenhuma;0;POTENCIA
25/08/2024;07:25:13;Manh∆;2924;MBB - OF 1721 E5;2492;1;ELêTRICA;0;578711;N∆o;Nenhuma;0;POTENCIA
25/08/2024;07:40:45;Manh∆;2036;MBB - OF 1721 E5;2467;1;MEC∂NICA;0;578712;N∆o;Nenhuma;0;FREIO
25/08/2024;08:38:12;Manh∆;2030;MBB - OF 1519;2456;5;MEC∂NICA;0;578713;N∆o;Nenhuma;0;CAMBIO
25/08/2024;08:39:18;Manh∆;2346;O500M/1928 E6;2490;1;AR CONDICIONADO;0;578714;N∆o;Nenhuma;0;AR CONDICIONADO
25/08/2024;09:44:15;Manh∆;2369;#N/D;2502;1;LANTERNAGEM;0;578715;N∆o;Nenhuma;0;PORTA
25/08/2024;11:12:37;Manh∆;2815;MBB - OF 1721 E5;2487;1;ELêTRICA;0;578252;N∆o;Nenhuma;0;POTENCIA
25/08/2024;11:24:25;Manh∆;2336;O500M/1928 E6;2490;1;LANTERNAGEM;0;578717;N∆o;Nenhuma;0;LANTERNAGEM
25/08/2024;13:08:06;Tarde;2333;O500M/1928 E6;2490;1;LANTERNAGEM;0;578718;Sim;15/08/2024;10;PORTA
25/08/2024;13:35:45;Tarde;2801;MBB - OF 1721 E5;2467;5;MOTOR;0;578719;Sim;06/08/2024;19;MOTOR
25/08/2024;13:51:40;Tarde;2355;MBB - OF 1724 E5;2040;1;ELêTRICA;0;578721;N∆o;Nenhuma;0;POTENCIA
25/08/2024;13:58:01;Tarde;2008;MBB - OF 1721 E5;2492;2;ELêTRICA;0;578722;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
25/08/2024;16:58:50;Tarde;2362;MBB - OF 1724 E5;2040;2;PRODATA;0;578723;N∆o;Nenhuma;0;PRODATA
25/08/2024;18:08:36;Noite;2027;MBB - OF 1519;2463;1;ELêTRICA;0;578724;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
25/08/2024;19:59:10;Noite;2001;MBB - OF 1721 E5;2492;5;ELêTRICA;1;578725;N∆o;Nenhuma;0;PARTIDA
25/08/2024;20:22:27;Noite;2048;MBB - OF 1724 E5;2040;1;LANTERNAGEM;0;578728;N∆o;Nenhuma;0;PORTA
26/08/2024;04:13:28;Manh∆;2805;MBB - OF 1721 E5;2493;5;ELêTRICA;0;578595;Sim;21/08/2024;5;POTENCIA
26/08/2024;04:14:28;Manh∆;2925;MBB - OF 1721 E5;2467;5;MEC∂NICA;1;578628;N∆o;Nenhuma;0;PNEUMµTICA
26/08/2024;04:35:41;Manh∆;2804;MBB - OF 1721 E5;2467;1;MEC∂NICA;0;578629;Sim;21/08/2024;5;FREIO
26/08/2024;05:01:19;Manh∆;2048;MBB - OF 1724 E5;2040;2;LANTERNAGEM;1;578640;Sim;25/08/2024;1;PORTA
26/08/2024;05:16:51;Manh∆;2495;K-310;2480;1;MOTOR;1;578645;N∆o;Nenhuma;0;VAZ. DE µGUA
26/08/2024;05:24:20;Manh∆;2026;MBB - OF 1519;2478;1;MEC∂NICA;1;578646;N∆o;Nenhuma;0;ACELERAÄ«O
26/08/2024;05:26:43;Manh∆;2403;K-310;2480;5;LANTERNAGEM;1;578647;Sim;19/08/2024;7;PORTA
26/08/2024;05:32:08;Manh∆;2418;K-310;2480;2;LANTERNAGEM;1;578649;N∆o;Nenhuma;0;PORTA
26/08/2024;05:36:43;Manh∆;2917;MBB - OF 1721 E5;2445;1;MEC∂NICA;1;578651;N∆o;Nenhuma;0;FREIO
26/08/2024;05:43:28;Manh∆;2446;K-310;2450;2;MEC∂NICA;1;578653;Sim;22/08/2024;4;SUSPENS«O
26/08/2024;05:48:09;Manh∆;2479;K-310;2480;1;MEC∂NICA;1;578615;N∆o;Nenhuma;0;FREIO
26/08/2024;05:57:22;Manh∆;2484;K-310;2480;2;LANTERNAGEM;0;578656;Sim;17/08/2024;9;PORTA
26/08/2024;06:05:42;Manh∆;2821;MBB - OF 1721 E5;2446;5;ELêTRICA;0;578610;Sim;23/08/2024;3;PARTIDA
26/08/2024;06:16:09;Manh∆;2906;MBB - OF 1721 L E5;2444;1;AR CONDICIONADO;1;578609;Sim;19/08/2024;7;AR CONDICIONADO
26/08/2024;06:39:59;Manh∆;2482;K-310;2450;1;MOTOR;0;578637;Sim;24/08/2024;2;TEMPERATURA
26/08/2024;06:43:36;Manh∆;2919;MBB - OF 1721 E5;2459;5;ELêTRICA;1;578607;N∆o;Nenhuma;0;POTENCIA
26/08/2024;06:58:33;Manh∆;2486;K-310;2450;5;MOTOR;0;578658;N∆o;Nenhuma;0;VAZ. DE µGUA
26/08/2024;07:03:19;Manh∆;2443;K-310;2450;5;MOTOR;0;578659;Sim;23/08/2024;3;TEMPERATURA
26/08/2024;07:13:18;Manh∆;2334;O500M/1928 E6;2490;1;LANTERNAGEM;0;578660;Sim;16/08/2024;10;PORTA
26/08/2024;07:48:13;Manh∆;2363;MBB - OF 1724 E5;2040;1;ELêTRICA;0;578644;Sim;22/08/2024;4;POTENCIA
26/08/2024;07:48:22;Manh∆;2404;K-310;2480;5;MOTOR;1;578666;Sim;24/08/2024;2;TEMPERATURA
26/08/2024;07:48:44;Manh∆;2422;K-310;2450;1;MOTOR;0;578668;Sim;23/08/2024;3;TEMPERATURA
26/08/2024;07:58:29;Manh∆;2493;K-310;2450;1;AR CONDICIONADO;1;578638;Sim;24/08/2024;2;AR CONDICIONADO
26/08/2024;08:05:11;Manh∆;2448;K-310;2480;1;AR CONDICIONADO;1;578670;Sim;21/08/2024;5;AR CONDICIONADO
26/08/2024;08:07:37;Manh∆;2496;K-310;2450;1;MOTOR;1;578671;N∆o;Nenhuma;0;TEMPERATURA
26/08/2024;08:14:03;Manh∆;2456;K-310;2450;1;AR CONDICIONADO;0;578673;N∆o;Nenhuma;0;AR CONDICIONADO
26/08/2024;08:23:36;Manh∆;2956;MBB - OF 1721 E5;2493;1;ELêTRICA;0;578630;N∆o;Nenhuma;0;POTENCIA
26/08/2024;08:29:21;Manh∆;2977;MBB - OF 1721 E5;2429;1;MEC∂NICA;0;578675;N∆o;Nenhuma;0;ACELERAÄ«O
26/08/2024;08:29:55;Manh∆;2481;K-310;2480;1;AR CONDICIONADO;0;578642;Sim;24/08/2024;2;AR CONDICIONADO
26/08/2024;08:35:02;Manh∆;2944;MBB - OF 1721 L E5;2920;5;MEC∂NICA;1;578678;N∆o;Nenhuma;0;FREIO
26/08/2024;08:42:05;Manh∆;2028;MBB - OF 1519;2477;1;MOTOR;0;578631;N∆o;Nenhuma;0;VAZ. DE µGUA
26/08/2024;08:49:48;Manh∆;2445;K-310;2480;1;AR CONDICIONADO;0;578654;N∆o;Nenhuma;0;AR CONDICIONADO
26/08/2024;09:01:18;Manh∆;2911;MBB - OF 1721 E5;2423;5;LANTERNAGEM;0;578679;N∆o;Nenhuma;0;PORTA
26/08/2024;09:01:56;Manh∆;2315;O500R/1830;2441;5;ELêTRICA;0;578640;N∆o;Nenhuma;0;PARTIDA
26/08/2024;09:06:38;Manh∆;2950;MBB - OF 1721 L E5;2920;1;MEC∂NICA;1;578680;N∆o;Nenhuma;0;BORRACHARIA
26/08/2024;09:13:59;Manh∆;2428;K-310;2480;1;MEC∂NICA;1;578636;Sim;20/08/2024;6;ACELERAÄ«O
26/08/2024;09:20:18;Manh∆;2040;MBB - OF 1721 E5;2467;5;ELêTRICA;0;578635;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
26/08/2024;09:25:03;Manh∆;2939;MBB - OF 1721 L E5;2930;2;MEC∂NICA;0;578634;N∆o;Nenhuma;0;SUSPENS«O
26/08/2024;10:17:59;Manh∆;2422;K-310;2450;1;MEC∂NICA;0;578682;Sim;21/08/2024;5;ARTICULAÄ«O
26/08/2024;10:41:34;Manh∆;2911;MBB - OF 1721 E5;2423;1;LANTERNAGEM;0;578652;N∆o;Nenhuma;0;PORTA
26/08/2024;10:55:36;Manh∆;2914;MBB - OF 1721 E5;2410;5;MEC∂NICA;0;578684;N∆o;Nenhuma;0;CAMBIO
26/08/2024;10:57:38;Manh∆;2926;MBB - OF 1721 E5;2477;1;MOTOR;1;578685;N∆o;Nenhuma;0;TEMPERATURA
26/08/2024;11:11:12;Manh∆;2919;MBB - OF 1721 E5;2459;1;ELêTRICA;1;578686;N∆o;Nenhuma;0;POTENCIA
26/08/2024;11:37:04;Manh∆;2434;K-310;2450;1;AR CONDICIONADO;1;578687;N∆o;Nenhuma;0;AR CONDICIONADO
26/08/2024;12:02:10;Tarde;2491;K-310;2480;1;MEC∂NICA;1;578701;N∆o;Nenhuma;0;ARTICULAÄ«O
26/08/2024;12:04:31;Tarde;2479;K-310;2480;5;MOTOR;0;578705;Sim;22/08/2024;4;TEMPERATURA
26/08/2024;12:30:04;Tarde;2443;K-310;2480;1;MOTOR;0;578703;Sim;23/08/2024;3;TEMPERATURA
26/08/2024;12:43:16;Tarde;2828;MBB - OF 1721 E5;2475;1;ELêTRICA;0;578734;Sim;15/08/2024;11;POTENCIA
26/08/2024;13:00:12;Tarde;2488;K-310;2480;5;LANTERNAGEM;0;578736;Sim;23/08/2024;3;PORTA
26/08/2024;13:45:44;Tarde;2496;K-310;2450;1;MEC∂NICA;0;578738;Sim;15/08/2024;11;PNEUMµTICA
26/08/2024;13:46:20;Tarde;2933;MBB - OF 1721 L E5;2920;5;AR CONDICIONADO;0;578741;N∆o;Nenhuma;0;AR CONDICIONADO
26/08/2024;13:52:31;Tarde;2033;MBB - OF 1721 E5;2467;1;LANTERNAGEM;0;578726;N∆o;Nenhuma;0;PORTA
26/08/2024;14:16:28;Tarde;2454;K-310;2450;5;MOTOR;1;578756;N∆o;Nenhuma;0;MOTOR
26/08/2024;14:57:30;Tarde;2488;K-310;2480;5;MOTOR;1;578329;Sim;22/08/2024;4;TEMPERATURA
26/08/2024;15:29:38;Tarde;2427;K-310;2480;1;MEC∂NICA;1;578810;Sim;16/08/2024;10;FREIO
26/08/2024;15:29:47;Tarde;2739;MBB - OF 1721 E5;2060;5;ELêTRICA;1;578848;N∆o;Nenhuma;0;PARTIDA
26/08/2024;15:55:12;Tarde;2419;MBB - OF 1726 L E6;2060;1;AR CONDICIONADO;0;578831;Sim;21/08/2024;5;AR CONDICIONADO
26/08/2024;16:08:37;Tarde;2498;K-310;2480;5;MEC∂NICA;1;578814;N∆o;Nenhuma;0;ARTICULAÄ«O
26/08/2024;16:11:36;Tarde;2335;O500M/1928 E6;2490;5;LANTERNAGEM;0;578815;Sim;08/08/2024;18;PORTA
26/08/2024;16:25:13;Tarde;2006;MBB - OF 1721 E5;2493;5;MEC∂NICA;1;578821;N∆o;Nenhuma;0;CAMBIO
26/08/2024;16:29:35;Tarde;2422;K-310;2480;1;MOTOR;1;578822;Sim;23/08/2024;3;TEMPERATURA
26/08/2024;16:43:07;Tarde;2043;MBB - OF 1721 E5;2402;1;ELêTRICA;0;578834;Sim;11/08/2024;15;POTENCIA
26/08/2024;16:46:12;Tarde;2405;K-310;2450;1;MEC∂NICA;1;578829;Sim;09/08/2024;17;ARTICULAÄ«O
26/08/2024;16:48:24;Tarde;2358;MBB - OF 1724 E5;2040;2;PRODATA;0;578833;N∆o;Nenhuma;0;PRODATA
26/08/2024;17:02:04;Tarde;2921;MBB - OF 1721 E5;2493;2;PRODATA;0;578849;N∆o;Nenhuma;0;PRODATA
26/08/2024;17:13:13;Tarde;2496;K-310;2480;1;MEC∂NICA;0;578850;Sim;15/08/2024;11;PNEUMµTICA
26/08/2024;17:14:09;Tarde;2457;K-310;2480;1;MEC∂NICA;1;578852;N∆o;Nenhuma;0;ACELERAÄ«O
26/08/2024;18:07:53;Noite;2491;K-310;2450;5;LANTERNAGEM;0;578856;N∆o;Nenhuma;0;PORTA
26/08/2024;18:18:09;Noite;2434;K-310;2480;2;LANTERNAGEM;1;578858;N∆o;Nenhuma;0;PORTA
26/08/2024;18:31:49;Noite;2492;K-310;2450;1;MEC∂NICA;0;578859;N∆o;Nenhuma;0;PNEUMµTICA
26/08/2024;18:43:36;Noite;2448;K-310;2480;1;MOTOR;0;578863;Sim;23/08/2024;3;TEMPERATURA
27/08/2024;04:57:52;Manh∆;2349;O500M/1928 E6;2490;1;PRODATA;1;578957;N∆o;Nenhuma;0;PRODATA
27/08/2024;05:10:18;Manh∆;2919;MBB - OF 1721 E5;2459;1;ELêTRICA;1;578958;Sim;26/08/2024;1;POTENCIA
27/08/2024;05:14:00;Manh∆;2977;MBB - OF 1721 E5;2459;1;ELêTRICA;1;578959;Sim;21/08/2024;6;POTENCIA
27/08/2024;05:17:19;Manh∆;2480;K-310;2450;1;ELêTRICA;1;578961;N∆o;Nenhuma;0;PARTIDA
27/08/2024;05:37:07;Manh∆;2334;O500M/1928 E6;2490;5;LANTERNAGEM;0;578962;Sim;26/08/2024;1;PORTA
27/08/2024;05:46:31;Manh∆;2951;MBB - OF 1721 E5;2487;1;MOTOR;0;578963;N∆o;Nenhuma;0;MOTOR
27/08/2024;06:23:15;Manh∆;2418;K-310;2480;5;MOTOR;1;578970;Sim;16/08/2024;11;TEMPERATURA
27/08/2024;06:28:45;Manh∆;2976;MBB - OF 1721 E5;2402;1;MEC∂NICA;0;578966;Sim;20/08/2024;7;CAMBIO
27/08/2024;06:35:42;Manh∆;2486;K-310;2450;5;ELêTRICA;1;578974;Sim;23/08/2024;4;PARTIDA
27/08/2024;06:37:06;Manh∆;2422;K-310;2450;5;MOTOR;0;578975;Sim;26/08/2024;1;TEMPERATURA
27/08/2024;06:45:38;Manh∆;2404;K-310;2480;1;MEC∂NICA;1;578976;N∆o;Nenhuma;0;ARTICULAÄ«O
27/08/2024;06:46:21;Manh∆;2365;MBB - OF 1724 E5;2040;2;MOTOR;0;578978;N∆o;Nenhuma;0;MOTOR
27/08/2024;06:55:09;Manh∆;2345;O500M/1928 E6;2490;1;ELêTRICA;1;578787;N∆o;Nenhuma;0;DESTINO
27/08/2024;07:05:25;Manh∆;2354;O500M/1928 E6;2490;2;LANTERNAGEM;1;578999;N∆o;Nenhuma;0;AVARIA
27/08/2024;07:13:15;Manh∆;2307;O500R/1830;2437;2;MEC∂NICA;1;578967;N∆o;Nenhuma;0;BORRACHARIA
27/08/2024;07:25:10;Manh∆;2043;MBB - OF 1721 E5;2402;1;ELêTRICA;0;578980;Sim;26/08/2024;1;POTENCIA
27/08/2024;08:06:42;Manh∆;2037;MBB - OF 1721 E5;2420;5;MEC∂NICA;1;578981;N∆o;Nenhuma;0;BORRACHARIA
27/08/2024;08:17:02;Manh∆;2925;MBB - OF 1721 E5;2467;1;ELêTRICA;0;579007;Sim;08/08/2024;19;POTENCIA
27/08/2024;08:21:36;Manh∆;2357;MBB - OF 1724 E5;2040;1;MEC∂NICA;0;578991;N∆o;Nenhuma;0;BORRACHARIA
27/08/2024;08:38:40;Manh∆;2498;K-310;2480;2;MEC∂NICA;0;578995;Sim;26/08/2024;1;ARTICULAÄ«O
27/08/2024;09:22:05;Manh∆;2405;K-310;2450;2;MEC∂NICA;0;578996;Sim;23/08/2024;4;CAMBIO
27/08/2024;09:25:05;Manh∆;2972;MBB - OF 1721 E5;2467;1;ELêTRICA;0;578997;N∆o;Nenhuma;0;POTENCIA
27/08/2024;10:47:31;Manh∆;2937;MBB - OF 1721 L E5;2920;1;AR CONDICIONADO;0;578743;Sim;23/08/2024;4;AR CONDICIONADO
27/08/2024;10:48:12;Manh∆;2448;K-310;2480;1;AR CONDICIONADO;0;579017;Sim;26/08/2024;1;AR CONDICIONADO
27/08/2024;11:10:48;Manh∆;2403;K-310;2480;2;MEC∂NICA;0;579019;Sim;16/08/2024;11;SUSPENS«O
27/08/2024;11:27:58;Manh∆;2934;MBB - OF 1721 L E5;2444;5;ELêTRICA;0;579015;N∆o;Nenhuma;0;PARTIDA
27/08/2024;12:07:42;Tarde;2037;MBB - OF 1721 E5;2420;1;MEC∂NICA;0;579045;N∆o;Nenhuma;0;BORRACHARIA
27/08/2024;12:26:05;Tarde;2443;K-310;2480;1;MEC∂NICA;0;579046;N∆o;Nenhuma;0;FREIO
27/08/2024;12:57:24;Tarde;2422;K-310;2480;1;MOTOR;0;579048;Sim;26/08/2024;1;TEMPERATURA
27/08/2024;13:01:49;Tarde;2439;K-310;2480;1;MOTOR;0;579049;Sim;23/08/2024;4;TEMPERATURA
27/08/2024;13:38:29;Tarde;2739;MBB - OF 1721 E5;2060;1;MEC∂NICA;0;579051;Sim;16/08/2024;11;BORRACHARIA
27/08/2024;14:19:56;Tarde;2502;K-310;2480;5;ELêTRICA;0;570693;Sim;24/08/2024;3;PARTIDA
27/08/2024;14:29:09;Tarde;2438;K-310;2480;1;MOTOR;0;579069;Sim;23/08/2024;4;TEMPERATURA
27/08/2024;14:33:30;Tarde;2969;MBB - OF 1721 E5;2464;2;ELêTRICA;0;579081;N∆o;Nenhuma;0;POTENCIA
27/08/2024;14:49:52;Tarde;2429;K-310;2480;1;AR CONDICIONADO;1;579116;N∆o;Nenhuma;0;AR CONDICIONADO
27/08/2024;15:27:36;Tarde;2406;MBB - OF 1726 L E6;2043;2;ELêTRICA;0;579125;N∆o;Nenhuma;0;DESTINO
27/08/2024;15:56:39;Tarde;2901;MBB - OF 1721 L E5;2467;5;LANTERNAGEM;0;579127;N∆o;Nenhuma;0;PORTA
27/08/2024;16:38:09;Tarde;2309;O500R/1830;2437;1;AR CONDICIONADO;0;579147;Sim;11/08/2024;16;AR CONDICIONADO
27/08/2024;17:33:56;Tarde;2812;MBB - OF 1721 E5;2487;5;ELêTRICA;1;579153;Sim;20/08/2024;7;PERIFêRICOS ELêTRICOS
27/08/2024;17:49:00;Tarde;2047;MBB - OF 1724 E5;2060;2;PRODATA;0;579154;Sim;23/08/2024;4;PRODATA
27/08/2024;18:23:28;Noite;2821;MBB - OF 1721 E5;2446;5;ELêTRICA;0;579157;Sim;16/08/2024;11;PERIFêRICOS ELêTRICOS
27/08/2024;18:27:13;Noite;2901;MBB - OF 1721 L E5;2467;5;MEC∂NICA;0;579156;Sim;23/08/2024;4;CAMBIO
27/08/2024;19:06:31;Noite;2490;K-310;2450;2;LANTERNAGEM;0;579161;Sim;09/08/2024;18;PORTA
27/08/2024;19:29:33;Noite;2429;K-310;2480;5;LANTERNAGEM;0;579174;N∆o;Nenhuma;0;PORTA
27/08/2024;19:31:20;Noite;2498;K-310;2480;1;MEC∂NICA;0;579175;N∆o;Nenhuma;0;SUSPENS«O
28/08/2024;05:20:51;Manh∆;2403;K-310;2480;5;MEC∂NICA;1;579274;Sim;15/08/2024;13;ACELERAÄ«O
28/08/2024;05:35:47;Manh∆;2907;MBB - OF 1721 L E5;2416;2;MEC∂NICA;1;579275;N∆o;Nenhuma;0;SUSPENS«O
28/08/2024;05:35:50;Manh∆;2417;K-310;2450;5;LANTERNAGEM;0;579276;Sim;23/08/2024;5;PORTA
